Title,ID,Cover,Genres,Action and Adventure,Animals,Art,Children,Contemporary,Crime,Death,Dystopian,Espionage,Family,Fantasy,Fiction,Friendship,Health,Historical,Horror,Humor,Legal,Memoir,Murder,Mystery and Detective,Paranormal,Political,Psychological,Relationships,Romance,Self-help,Suspense,Thriller,Travel,War,Women,author,year,total_weeks,first_week,debut_rank,best_rank,Equal-Frequency,success
THIS TIME LOVE,/works/OL15893W,21344,"['Fiction', 'Action and Adventure', 'Romance']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Elizabeth Lowell,2003,1,2003-02-09,15,15,0.999 < x ≤ 2.0,poor
THIS WAS A MAN,/works/OL19356241W,10526348,"['Fiction', 'Historical', 'Family', 'Suspense']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jeffrey Archer,2016,1,2016-11-27,7,7,0.999 < x ≤ 2.0,poor
THOMASINA,/works/OL4134115W,11728971,['Fiction'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Paul Gallico,1957,10,1957-12-29,14,8,7.0 < x ≤ 13.0,good
THOSE IN PERIL,/works/OL20811746W,10112228,"['Fiction', 'Relationships']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Wilbur Smith,2011,1,2011-05-29,11,11,0.999 < x ≤ 2.0,poor
BEYOND REACH,/works/OL5725860W,240246,"['Suspense', 'Women', 'Fiction', 'Crime', 'Mystery and Detective', 'Death']",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Karin Slaughter,2007,2,2007-08-19,6,6,0.999 < x ≤ 2.0,poor
THOSE WITHOUT SHADOWS,/works/OL584307W,7943878,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Francoise Sagan,1957,3,1957-11-24,16,12,2.0 < x ≤ 4.0,mediocre
THRAWN ASCENDANCY: CHAOS RISING,/works/OL21212127W,10868649,"['Fiction', 'Action and Adventure']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Timothy Zahn,2020,1,2020-09-20,9,9,0.999 < x ≤ 2.0,poor
THRAWN ASCENDANCY: CHAOS RISING,/works/OL21212127W,11292930,"['Fiction', 'Action and Adventure']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Timothy Zahn,2020,1,2020-09-20,9,9,0.999 < x ≤ 2.0,poor
THRAWN: ALLIANCES,/works/OL19657298W,8570853,"['Fiction', 'Action and Adventure']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Timothy Zahn,2018,2,2018-08-12,1,1,0.999 < x ≤ 2.0,poor
THRAWN: ALLIANCES,/works/OL19657298W,10377061,"['Fiction', 'Action and Adventure']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Timothy Zahn,2018,2,2018-08-12,1,1,0.999 < x ≤ 2.0,poor
THRAWN: ALLIANCES,/works/OL19657298W,8838788,"['Fiction', 'Action and Adventure']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Timothy Zahn,2018,2,2018-08-12,1,1,0.999 < x ≤ 2.0,poor
THRAWN: TREASON,/works/OL20062270W,8745611,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Timothy Zahn,2019,1,2019-08-11,5,5,0.999 < x ≤ 2.0,poor
THREE CAME HOME,/works/OL6338789W,702191,"['Memoir', 'Women', 'Historical', 'War']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Agnes Newton Keith,1948,1,1948-02-22,16,16,0.999 < x ≤ 2.0,poor
BEYOND THE BLACK STUMP,/works/OL2779799W,4768789,['Fiction'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nevil Shute,1956,5,1956-09-09,14,10,4.0 < x ≤ 7.0,average
THREE FATES,/works/OL111582W,4288494,"['Contemporary', 'Action and Adventure', 'Romance', 'Suspense', 'Fiction', 'Family', 'Art']",1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Nora Roberts,2002,5,2002-04-21,1,1,4.0 < x ≤ 7.0,average
THREE FATES,/works/OL111582W,855682,"['Contemporary', 'Action and Adventure', 'Romance', 'Suspense', 'Fiction', 'Family', 'Art']",1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Nora Roberts,2002,5,2002-04-21,1,1,4.0 < x ≤ 7.0,average
THREE FATES,/works/OL111582W,9123478,"['Contemporary', 'Action and Adventure', 'Romance', 'Suspense', 'Fiction', 'Family', 'Art']",1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Nora Roberts,2002,5,2002-04-21,1,1,4.0 < x ≤ 7.0,average
THREE LOVES,/works/OL4189785W,13859865,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A. J. Cronin,1932,1,1932-05-02,2,2,0.999 < x ≤ 2.0,poor
THREE STATIONS,/works/OL14992253W,6462206,"['Suspense', 'Fiction', 'Crime', 'Children', 'Mystery and Detective']",0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Martin Cruz Smith,2010,2,2010-09-05,7,7,0.999 < x ≤ 2.0,poor
THREE STATIONS,/works/OL14992253W,7816781,"['Suspense', 'Fiction', 'Crime', 'Children', 'Mystery and Detective']",0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Martin Cruz Smith,2010,2,2010-09-05,7,7,0.999 < x ≤ 2.0,poor
THREE STATIONS,/works/OL14992253W,8638476,"['Suspense', 'Fiction', 'Crime', 'Children', 'Mystery and Detective']",0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Martin Cruz Smith,2010,2,2010-09-05,7,7,0.999 < x ≤ 2.0,poor
THREE WEEKS IN PARIS,/works/OL14860343W,242176,"['Romance', 'Fiction', 'Women', 'Friendship', 'Psychological']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Barbara Taylor Bradford,2002,4,2002-03-03,9,9,2.0 < x ≤ 4.0,mediocre
BEYOND THE GREAT SNOW MOUNTAINS,/works/OL50949W,3695175,"['Fiction', 'Action and Adventure']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Louis LAmour,1999,6,1999-05-30,14,9,4.0 < x ≤ 7.0,average
THRICE THE BRINDED CAT HATH MEWD,/works/OL24152335W,10551634,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alan Bradley,2016,1,2016-10-09,6,6,0.999 < x ≤ 2.0,poor
THROUGH A GLASS DARKLY,/works/OL3749659W,4163413,"['Fiction', 'Historical']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Karleen Koen,1986,21,1986-09-07,12,4,13.0 < x ≤ 178.0,excellent
THROUGH FIERY TRIALS,/works/OL20075894W,8749443,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,David Weber,2019,1,2019-01-27,12,12,0.999 < x ≤ 2.0,poor
THROUGH FIERY TRIALS,/works/OL20075894W,10170504,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,David Weber,2019,1,2019-01-27,12,12,0.999 < x ≤ 2.0,poor
THUNDER POINT,/works/OL11018012W,6569982,"['Fiction', 'Action and Adventure', 'War']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Jack Higgins,1993,3,1993-07-11,14,14,2.0 < x ≤ 4.0,mediocre
THUNDER POINT,/works/OL11018012W,1466656,"['Fiction', 'Action and Adventure', 'War']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Jack Higgins,1993,3,1993-07-11,14,14,2.0 < x ≤ 4.0,mediocre
THURSDAY NEXT,/works/OL5730204W,6901945,"['Travel', 'Fiction', 'Women', 'Fantasy', 'Mystery and Detective']",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Jasper Fforde,2007,2,2007-08-12,10,10,0.999 < x ≤ 2.0,poor
THURSDAY NEXT,/works/OL5730204W,5488386,"['Travel', 'Fiction', 'Women', 'Fantasy', 'Mystery and Detective']",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Jasper Fforde,2007,2,2007-08-12,10,10,0.999 < x ≤ 2.0,poor
THURSDAY NEXT,/works/OL5730204W,400850,"['Travel', 'Fiction', 'Women', 'Fantasy', 'Mystery and Detective']",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Jasper Fforde,2007,2,2007-08-12,10,10,0.999 < x ≤ 2.0,poor
THURSDAY THE RABBI WALKED OUT,/works/OL2954855W,430159,"['Fiction', 'Mystery and Detective']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Harry Kemelman,1978,6,1978-11-12,12,12,4.0 < x ≤ 7.0,average
THURSDAYS CHILD,/works/OL167316W,6570045,"['Fiction', 'Women', 'Family', 'Romance']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Sandra Brown,2002,3,2002-01-20,8,7,2.0 < x ≤ 4.0,mediocre
THURSDAYS CHILD,/works/OL167316W,10465901,"['Fiction', 'Women', 'Family', 'Romance']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Sandra Brown,2002,3,2002-01-20,8,7,2.0 < x ≤ 4.0,mediocre
THY BROTHERS WIFE,/works/OL17917W,11729469,['Fiction'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Andrew M. Greeley,1982,19,1982-04-11,14,4,13.0 < x ≤ 178.0,excellent
TIAMATS WRATH,/works/OL19800273W,8600919,['Fiction'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,James S.A. Corey,2019,1,2019-04-14,6,6,0.999 < x ≤ 2.0,poor
TIDELANDS,/works/OL21860338W,10518434,['Historical'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Philippa Gregory,2019,1,2019-09-08,13,13,0.999 < x ≤ 2.0,poor
TIDINGS OF GREAT JOY,/works/OL167324W,7129056,"['Fiction', 'Women']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sandra Brown,1997,2,1997-11-30,13,13,0.999 < x ≤ 2.0,poor
TIES THAT BIND,/works/OL2627887W,21133,"['Legal', 'Thriller', 'Suspense', 'Women', 'Fiction', 'Political', 'Mystery and Detective']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,Phillip Margolin,2003,3,2003-03-30,9,9,2.0 < x ≤ 4.0,mediocre
TIGERS CLAW,/works/OL16654712W,7384979,"['Fiction', 'Relationships', 'Action and Adventure', 'War']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Dale Brown,2012,1,2012-09-23,16,16,0.999 < x ≤ 2.0,poor
BEYOND THE SOUND OF GUNS,/works/OL14851667W,7285074,['Romance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Emilie Loring,1946,2,1946-02-10,16,16,0.999 < x ≤ 2.0,poor
BEYOND THE SOUND OF GUNS,/works/OL14851667W,6663804,['Romance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Emilie Loring,1946,2,1946-02-10,16,16,0.999 < x ≤ 2.0,poor
TILL WE MEET AGAIN,/works/OL1853504W,4058432,"['Women', 'Romance', 'Fiction']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Judith Krantz,1988,20,1988-08-14,9,2,13.0 < x ≤ 178.0,excellent
TIME AND CHANCE,/works/OL1854158W,258889,"['Fiction', 'Historical', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sharon Kay Penman,2002,1,2002-03-31,15,15,0.999 < x ≤ 2.0,poor
TIME AND THE HOUR,/works/OL1450497W,890108,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Howard Spring,1958,7,1958-03-16,10,8,4.0 < x ≤ 7.0,average
TIME MUST HAVE A STOP,/works/OL64450W,801527,['Fiction'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aldous Huxley,1944,2,1944-09-24,5,5,0.999 < x ≤ 2.0,poor
TIME OUT OF MIND,/works/OL997657W,12681610,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rachel Field,1935,17,1935-04-15,4,2,13.0 < x ≤ 178.0,excellent
TIME UNTIME,/works/OL16682193W,7379803,"['Fiction', 'Paranormal']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Sherrilyn Kenyon,2012,1,2012-08-26,8,8,0.999 < x ≤ 2.0,poor
TIMES CONVERT,/works/OL19749366W,9327262,"['Relationships', 'Romance', 'Suspense', 'Fiction', 'Travel', 'Paranormal', 'Fantasy']",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,Deborah Harkness,2018,3,2018-10-07,3,3,2.0 < x ≤ 4.0,mediocre
TIMES CONVERT,/works/OL19749366W,8667389,"['Relationships', 'Romance', 'Suspense', 'Fiction', 'Travel', 'Paranormal', 'Fantasy']",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,Deborah Harkness,2018,3,2018-10-07,3,3,2.0 < x ≤ 4.0,mediocre
TIMELESS,/works/OL19749367W,8797739,"['Fiction', 'Action and Adventure']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R.A. Salvatore,2018,1,2018-09-23,14,14,0.999 < x ≤ 2.0,poor
TIMELESS,/works/OL19749367W,11993929,"['Fiction', 'Action and Adventure']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R.A. Salvatore,2018,1,2018-09-23,14,14,0.999 < x ≤ 2.0,poor
BEYOND THIS PLACE,/works/OL4189803W,6961281,"['Fiction', 'Legal', 'Contemporary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A.J. Cronin,1953,34,1953-08-02,16,1,13.0 < x ≤ 178.0,excellent
TIMELINE,/works/OL46884W,12451613,"['Thriller', 'Action and Adventure', 'Suspense', 'Fiction', 'Travel', 'Historical']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,Michael Crichton,1999,17,1999-12-05,4,4,13.0 < x ≤ 178.0,excellent
TIMEPIECE,/works/OL15059868W,9333509,"['Fiction', 'Relationships', 'Family']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Richard Paul Evans,1996,6,1996-05-05,11,6,4.0 < x ≤ 7.0,average
TIMEQUAKE,/works/OL98479W,258368,"['Fiction', 'Fantasy']",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kurt Vonnegut,1997,5,1997-10-12,7,7,4.0 < x ≤ 7.0,average
TIMOTHYS GAME,/works/OL115509W,4125189,"['Fiction', 'Mystery and Detective']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Lawrence Sanders,1988,8,1988-07-17,9,6,7.0 < x ≤ 13.0,good
"TINKER, TAILOR, SOLDIER, SPY",/works/OL15723131W,7021556,"['Fiction', 'Espionage', 'War']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,John le Carré,1974,40,1974-06-23,8,1,13.0 < x ≤ 178.0,excellent
TINSEL,/works/OL486963W,7018024,['Fiction'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,William Goldman,1979,8,1979-09-02,10,5,7.0 < x ≤ 13.0,good
TO BE A PILGRIM,/works/OL14861321W,717540,"['Fiction', 'Legal']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joyce Cary,1949,1,1949-05-08,16,16,0.999 < x ≤ 2.0,poor
BHOWANI JUNCTION,/works/OL123580W,6793671,"['Fiction', 'Historical']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,John Masters,1954,11,1954-04-18,11,5,7.0 < x ≤ 13.0,good
TO CATCH A KING,/works/OL5597497W,6702848,"['Fiction', 'Action and Adventure']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harry Patterson,1979,4,1979-09-23,13,13,2.0 < x ≤ 4.0,mediocre
TO DIE BUT ONCE,/works/OL22540017W,10827708,"['Women', 'Historical', 'Mystery and Detective', 'Fiction']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Jacqueline Winspear,2018,1,2018-04-15,5,5,0.999 < x ≤ 2.0,poor
TO GREEN ANGEL TOWER,/works/OL2250826W,683260,"['Fiction', 'Fantasy']",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tad Williams,1993,5,1993-03-14,13,12,4.0 < x ≤ 7.0,average
TO HAVE AND HAVE NOT,/works/OL63069W,428087,['Fiction'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ernest Hemingway,1937,9,1937-10-25,4,3,7.0 < x ≤ 13.0,good
TO HAVE AND TO HOLD,/works/OL7976685W,467870,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jane Green,2004,1,2004-06-06,15,15,0.999 < x ≤ 2.0,poor
TO KILL A MOCKINGBIRD,/works/OL3140834W,12606502,"['Contemporary', 'Legal', 'Relationships', 'Fiction', 'Family']",0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Harper Lee,1960,98,1960-08-07,13,2,13.0 < x ≤ 178.0,excellent
BIG GIRL,/works/OL14873343W,7013257,"['Women', 'Family', 'Fiction']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Danielle Steel,2010,4,2010-03-14,5,5,2.0 < x ≤ 4.0,mediocre
TO SERVE THEM ALL MY DAYS,/works/OL1824073W,542806,"['Fiction', 'Family']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R.F. Delderfield,1972,11,1972-10-01,9,7,7.0 < x ≤ 13.0,good
TO SLEEP IN A SEA OF STARS,/works/OL20861787W,10419780,['Action and Adventure'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Christopher Paolini,2020,2,2020-10-04,4,4,0.999 < x ≤ 2.0,poor
TO SLEEP IN A SEA OF STARS,/works/OL20861787W,10518528,['Action and Adventure'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Christopher Paolini,2020,2,2020-10-04,4,4,0.999 < x ≤ 2.0,poor
TO THE HILT,/works/OL463336W,258456,"['Fiction', 'Mystery and Detective']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Dick Francis,1996,6,1996-10-13,6,6,4.0 < x ≤ 7.0,average
TO THE LAND OF LONG LOST FRIENDS,/works/OL20611499W,9244497,"['Fiction', 'Women', 'Mystery and Detective']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Alexander McCall Smith,2019,1,2019-11-10,12,12,0.999 < x ≤ 2.0,poor
TO THE LAND OF LONG LOST FRIENDS,/works/OL20611499W,9244900,"['Fiction', 'Women', 'Mystery and Detective']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Alexander McCall Smith,2019,1,2019-11-10,12,12,0.999 < x ≤ 2.0,poor
TO THE LAND OF LONG LOST FRIENDS,/works/OL20611499W,10413681,"['Fiction', 'Women', 'Mystery and Detective']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Alexander McCall Smith,2019,1,2019-11-10,12,12,0.999 < x ≤ 2.0,poor
TO THE MOON AND BACK,/works/OL19748426W,8803960,"['Fiction', 'Relationships', 'Romance', 'Death']",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Karen Kingsbury,2018,1,2018-06-17,5,5,0.999 < x ≤ 2.0,poor
TO THE NINES,/works/OL48060W,227191,"['Fiction', 'Women', 'Mystery and Detective', 'Crime']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Janet Evanovich,2003,8,2003-08-03,1,1,7.0 < x ≤ 13.0,good
TO THE NINES,/works/OL48060W,10335868,"['Fiction', 'Women', 'Mystery and Detective', 'Crime']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Janet Evanovich,2003,8,2003-08-03,1,1,7.0 < x ≤ 13.0,good
BIG GIRLS DONT CRY,/works/OL2004735W,22251,"['Fiction', 'Women', 'Relationships', 'Political']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,Connie Briscoe,1996,1,1996-05-19,16,16,0.999 < x ≤ 2.0,poor
TODAY WILL BE DIFFERENT,/works/OL21822685W,11950100,"['Fiction', 'Women', 'Family', 'Humor']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Maria Semple,2016,4,2016-10-23,6,6,2.0 < x ≤ 4.0,mediocre
TOIL OF THE BRAVE,/works/OL6667260W,9724492,"['Fiction', 'Historical']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inglis Fletcher,1946,10,1946-12-08,14,11,7.0 < x ≤ 13.0,good
TOM CLANCY LINE OF SIGHT,/works/OL21183606W,11087444,['Suspense'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Mike Maden,2018,4,2018-07-01,3,3,2.0 < x ≤ 4.0,mediocre
TOM CLANCY UNDER FIRE,/works/OL20010062W,10253690,"['Thriller', 'Fiction', 'Espionage', 'Political', 'Mystery and Detective']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,Grant Blackwood,2015,4,2015-07-05,4,4,2.0 < x ≤ 4.0,mediocre
TOM CLANCY: CODE OF HONOR,/works/OL20484132W,9146036,['Fiction'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marc Cameron,2019,3,2019-12-08,6,6,2.0 < x ≤ 4.0,mediocre
BIG LITTLE LIES,/works/OL21153002W,10835624,"['Women', 'Family', 'Fiction', 'Suspense']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Liane Moriarty,2014,15,2014-08-17,1,1,13.0 < x ≤ 178.0,excellent
TOM CLANCY: ENEMY CONTACT,/works/OL20919921W,10290157,"['Fiction', 'Thriller', 'War']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Mike Maden,2019,4,2019-06-30,5,5,2.0 < x ≤ 4.0,mediocre
TOM CLANCY: FIRING POINT,/works/OL20855215W,10168559,"['Fiction', 'Action and Adventure', 'Espionage']",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mike Maden,2020,2,2020-06-28,8,8,0.999 < x ≤ 2.0,poor
TOM CLANCY: OATH OF OFFICE,/works/OL20177533W,8824690,"['Fiction', 'War']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Marc Cameron,2018,5,2018-12-16,12,11,4.0 < x ≤ 7.0,average
